name,text
Barry,"""We're going to bring more undocumented immigrants out of the shadows so they can play by the rules."" —President Obama #ImmigrationAction"
Hillary,"Donald Trump suffers from a very serious disease called amnesia. He seems to have forgotten 8 years ago we were losing 800,000 jobs a month. https://t.co/xBEh0pgYJO"
Barry,An overwhelming majority of Americans want a fair #SCOTUS nomination process—add your name if you're one of them: https://t.co/rC9AMKaQVm
Don,It’s extremely important to keep sheltering in a safe place and to stay aware as #Michael continues to move inland! https://t.co/pGvp1bzxal
Hillary,"May we always remember those we lost 17 years ago. May the love, bravery, and selflessness so many showed that day light our path forward."
Hillary,"He wrote approvingly of ""recent changes to voting laws"" that include not just voter ID but also laws that put restrictions on registration and cut back on both early voting days and polling place locations. All these changes are shown to disproportionately affect voters of color."
Don,Thank you Ghana! <U+0001F1FA><U+0001F1F8> <U+0001F1EC><U+0001F1ED> https://t.co/d34cqFyRdN
Barry,"After Monday's #SCOTUS ruling, more unconstitutional restrictions on women's reproductive rights are falling. https://t.co/q6D3sbHEpq"
Barry,Strong policies that help working families get ahead are good for our economy. https://t.co/QRRhibjZCl
Hillary,PLEASE PRE-REGISTER TO VOTE IF YOUR STATE ALLOWS! TO MY GENERATION: WE MUST VOTE OUT THE PEOPLE WHO VALUE DOLLARS OVER LIVES! https://t.co/IQ6pcruIGI
Hillary,No child should have to fear violence in their school. It should have been true for Sandy Hook six years ago. It should be true today. Let's keep working until it's reality.
Barry,"Read President Obama's thoughts on climate change, technology, and #WomenInSTEM: https://t.co/VRyX8cxFEk https://t.co/IrcnE2T88M"
Barry,Shoutout to @KendrickLamar and all the artists at the #Grammys working to build a brighter future. #MyBrothersKeeper https://t.co/XM0KwV3jNB
Barry,Almost time for President Obama's last #SOTU—join the conversation: https://t.co/41CyXERYGR https://t.co/Ha49hn81S8
Don,Ohio<U+2708><U+FE0F>Indiana<U+2708><U+FE0F>Missouri <U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8> https://t.co/Xn51CudZUt
Hillary,"""I’ve tried to run a campaign based on issues. He’s run a campaign based on insults.” —Hillary on Trump https://t.co/utlmSKmREv"
Hillary,The stakes in this election are as high as any in our lifetimes. https://t.co/tTgeqxNqYm
Don,"If you’re in an evacuation zone, I am urging you to leave RIGHT NOW. Do not risk your life or the lives of your loved ones- get out now."
Barry,Don't miss your chance to #GetCovered: https://t.co/pOS2uGg8f9 https://t.co/J24jqQZ2qm
Don,"Thank you @JesseBWatters, could not have said it any better myself! https://t.co/HirL10zwZl"
Don,Congressman Erik Paulsen of the Great State of Minnesota has done a fantastic job in cutting Taxes and Job Killing Regulations. Hard working and very smart. Keep Erik in Congress. He has my Strong Endorsement!
Barry,Marriage equality? Affordable health care? Or economic progress? Tell him in person: https://t.co/5SqHi0htRp https://t.co/F83AdfUC8H
Don,https://t.co/QxJBMTAZqG
Don,Wow. @tedlieu got a well deserved ass kicking. Shame on you Ted.  https://t.co/R6Yb95EzYX
Don,"The already discredited Woodward book, so many lies and phony sources, has me calling Jeff Sessions “mentally retarded” and “a dumb southerner.” I said NEITHER, never used those terms on anyone, including Jeff, and being a southerner is a GREAT thing. He made this up to divide!"
Barry,President Obama answers Slate’s questions about his administration’s new rule extending paid sick leave: https://t.co/8AdEx431QN https://t.co/sPEHsCy6sv
Hillary,The Central Park Five were exonerated. What does it say about Trump that he thinks they should still be in prison? https://t.co/Karh69ueM8
Barry,"Great news: Today, the @FCC voted in favor of a free and open internet. http://t.co/CfSxpVyqxd #NetNeutrality"
Hillary,"With 35 days left, Hillary's in PA talking about how she'll help kids and families. Join the conversation live <U+2192> https://t.co/mxU5zwHHmu"
Hillary,"Ryan Ubuntu Olson has worked with governments, businesses, and service organizations to support marginalized communities. https://t.co/Hzi1qcDbKF"
Hillary,"“Immigrants and women move humanity forward.” Well said, @chefjoseandres. #Oscars"
Barry,"On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj"
Don,#JOBSNOTMOBS! VOTE REPUBLICAN NOW!! https://t.co/wso9ZHIvyF
Barry,"After years of effort by the U.S., nearly every country in the world came together to stand #UnitedOnClimate. https://t.co/3CtLUPak0x"
Don,"Cryin Chuck told his favorite lie when he used his standard sound bite that I “slammed the table &amp; walked out of the room. He had a temper tantrum.” Because I knew he would say that, and after Nancy said no to proper Border Security, I politely said bye-bye and left, no slamming!"
Barry,Senate leaders return from recess next week. They need to get to work on a vote for Judge Garland—say so. https://t.co/pdRYkz7kFV #DoYourJob
Barry,WATCH: The President highlights the progress made since he signed Wall Street reform into law five years ago. http://t.co/tpyzuZj5Jz
Hillary,"""It’s really clear that he does not respect women. He just judges us on our looks.” —@MachadoOficial on Trump"
Don,"Stock Market up 548 points today. Also, GREAT jobs numbers!"
Barry,We need to #FixTheSystem. https://t.co/hXk84oRzMQ
Hillary,This is one of the exciting things about today! Your donations are matched 1:1 for #GivingTuesday so every and any kind of donation matters today<U+0001F449>  https://t.co/73AovUcP1f https://t.co/VH3IMlytvb
Barry,"Thanks to #Obamacare, 16.4 million more Americans have the security of health coverage. http://t.co/BY6k3y3dZ2"
Hillary,"Thank you to Yale and my fellow secretaries of state—@Madeleine, @CondoleezzaRice, and @JohnKerry—for yesterday's conversation about America's place in the world. 

We face enormous challenges and it’s always an honor to talk with dedicated diplomats determined to solve them. https://t.co/IKOIpv4kI7"
Hillary,"Luisa, who suffered from bone cancer and needed care ASAP - but the hospital wouldn't admit her without proof of insurance."
Hillary,"Happy #EarthDay, and thanks to math and science for all you've given us! 
March on! <U+0001F389><U+0001F52C><U+0001F52D>
https://t.co/tYquyVKZUn"
Barry,Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCovered https://t.co/e1KoXcPtpU
Don,"Mexico, Canada and the United States are a great partnership and will be a very formidable trading force. We will now, because of the USMCA, work very well together. Great Spirit!"
Hillary,"Donate your time or money to their campaigns if you can. Our government should represent us, and Congress is only 20% women right now. Let's change that ratio!"
Barry,Don't forget: This is why we fought for health care reform. http://t.co/flVyNsADeB
Barry,"Chip in to fight for real, lasting change: http://t.co/OKJKKxfDIi http://t.co/qq6zlVWWeG"
Don,"I can get Nancy Pelosi as many votes as she wants in order for her to be Speaker of the House. She deserves this victory, she has earned it - but there are those in her party who are trying to take it away. She will win! @TomReedCongress"
Don,Looking forward to being with the wonderful Bush family at Blair House today. The former First Lady will be coming over to the White House this morning to be given a tour of the Christmas decorations by Melania. The elegance &amp; precision of the last two days have been remarkable!
Hillary,These words from Dr. King also come to mind today: https://t.co/0qFK3RxBAF
Hillary,Heading into NYC for @OnwardTogether’s first annual Partners Collaborative to discuss how we can work together to defend our progressive values.
Don,"Congressman @KevinYoder has fought hard for the People of Kansas. Highly respected, strong on Crime, the Border, Military, Vets and Second Amendment. Kevin has my Total Endorsement!"
Barry,Help organizers from across the country get the training needed to take their skills to the next level: http://t.co/6NX665t21s
Hillary,"Beautifully said, @BerniceKing. An important message today and every day. https://t.co/eYJAGc6i2b"
Barry,Take a look at some of the most important recent stories on gun violence prevention: http://t.co/02cXehbVvi #DoSomething
Don,"“They say all these people died in the storm in Puerto Rico, yet 70% of the power was out before the storm. So when did people start dying? At what point do you recognize that what they are doing is a political agenda couched in the nice language of journalism?”  @GeraldoRivera"
Hillary,"I enjoyed telling @annfriedman about one of the many times I'm glad I followed my mother's advice. 

Eighteen years old and away from home for the first time, I considered leaving Wellesley College. Mom told me to stick with it. I'm so glad I did. https://t.co/l8ZkpJwc8D"
Hillary,"Today, October 9, is the final deadline to register to vote in this critical election if you live in one of these states. Check your registration today, and tell a friend: https://t.co/tTgeqxNqYm https://t.co/qCwCVJWLoa"
Hillary,"""I will not raise taxes on anyone making less than $250,000.” —Hillary https://t.co/zq9Xx6wg2e"
Hillary,Today was a victory for all Americans. https://t.co/LX6lzQXtBR
Barry,Today is the 80th birthday of #SocialSecurity—a lifeline to millions of Americans. http://t.co/rBA99iZ1L8
Don,"It would be so easy to fix our weak and very stupid Democrat inspired immigration laws. In less than one hour, and then a vote, the problem would be solved. But the Dems don’t care about the crime, they don’t want any victory for Trump and the Republicans, even if good for USA!"
Hillary,"If you believe that America thrives when the middle class thrives, then you have to vote. https://t.co/jfd3CXLD1s https://t.co/H4FdKU7IxL"
Don,Jobless Claims fell to their lowest level in 49 years!
Hillary,The woman Trump called “Miss Piggy” has a name: Alicia. #debatenight https://t.co/XlthzE8X8j
Barry,Senate leaders need to stop obstructing our Supreme Court—add your name if you agree: https://t.co/sFaoUFD3eP #DoYourJob
Hillary,"""We cannot let anyone take away our hope.
We cannot let anyone silence our voices.
Because we know that every vote matters.""
—@FLOTUS"
Hillary,"One of my personal heroes is Ela Bhatt, who has provided microloans to women in India for 46 years. Her work embodies the principle that every person should have the chance to achieve his or her dreams and make the most of their God-given potential. https://t.co/JcU2JY1VNy https://t.co/chD252vOaM"
Don,"Former FBI top lawyer James Baker just admitted involvement in FISA Warrant and further admitted there  were IRREGULARITIES in the way the Russia probe was handled. They relied heavily on the unverified Trump “Dossier” paid for by the DNC &amp; Clinton Campaign, &amp; funded through a..."
Barry,Answer this one question survey: What issue will you keep fighting for in 2015? http://t.co/b3cA5hFOAs
Hillary,"Newspapers that have endorsed @realDonaldTrump:
1. ...
2. ...
3. (Uh, the National Enquirer?) https://t.co/WWNMSZGeFa"
Hillary,"Yes, Trump and Pence are running an insult-driven campaign.

Donald's literally doing it right now. #VPDebate
https://t.co/VZeBQ85nyH"
Barry,Watch President Obama and the First Lady wish all Americans a merry Christmas and happy holidays: http://t.co/qka9eDzema
Don,"To all of the great people who are working so hard for your Country and not getting paid I say, THANK YOU - YOU ARE GREAT PATRIOTS! We must now work together, after decades of abuse, to finally fix the Humanitarian, Criminal &amp; Drug Crisis at our Border. WE WILL WIN BIG!"
Don,Breaking News @MSNBC: “Cohen’s lawyer contradicts Cohen’s testimony about never seeking a Presidential Pardon.”
Barry,Proud of these McKinley Tech students—inspiring young minds that make me hopeful about our future. https://t.co/nqYC1mjjTB
Hillary,"Imagine if a Democratic 2020 candidate said: ""China, if you're listening..."" 

Just saying that shows the absurdity of the situation we find ourselves in. https://t.co/qyC9fIkHe8"
Hillary,"Happy #NationalVoterRegistrationDay aka the best damn day of the year <U+0001F389>

Alliance orgs will be registering *thousands* of young voters today and getting our people ready for #ElectionDay.

Check out our social all day for updates from the field and democracy-lovin' vibes. https://t.co/BQHMKTTTlJ"
Don,Our Border Control Agents have done an incredible job under very adverse conditions. I am very proud to have increased their salaries because of the great job they do. Nobody deserves it more. THANK YOU and keep up the outstanding work! https://t.co/ljy3hZOgfL
Barry,Renewable energy is good for the economy. #ActOnClimate http://t.co/ldkt4VIZ6O
Don,Senate Democrats just voted against legislation to prevent the killing of newborn infant children. The Democrat position on abortion is now so extreme that they don’t mind executing babies AFTER birth....
Barry,Senate leaders are weakening our highest court by refusing to vote on Judge Garland. https://t.co/FPgZJBQKL5 #DoYourJob
Don,"For the record, I have no financial interests in Saudi Arabia (or Russia, for that matter). Any suggestion that I have is just more FAKE NEWS (of which there is plenty)!"
Don,Representative Ilhan Omar is again under fire for her terrible comments concerning Israel. Jewish groups have just sent a petition to Speaker Pelosi asking her to remove Omar from Foreign Relations Committee. A dark day for Israel!
Barry,"WATCH: President Obama took action to protect Bristol Bay in Alaska, one of America's greatest natural treasures. http://t.co/zy2NmVYVcb"
Don,Still can’t believe that Bloomberg violated a firm OFF THE RECORD statement. Will they put out an apology?
Hillary,"The theme of the night: ""I can't imagine how Governor Pence can defend...Donald Trump."" —@timkaine #VPDebate https://t.co/lbR6kkXcSy"
Don,I just approved an expedited request for a Major Disaster Declaration for the State of California. Wanted to respond quickly in order to alleviate some of the incredible suffering going on. I am with you all the way. God Bless all of the victims and families affected.
Don,".@realDonaldTrump is delivering results for all Americans, and it’s inspiring our future leaders to get involved in the conservative movement! 
https://t.co/kReYGCYEB1"
Don,President Trump continues to tally up wins for our country as Americans just saw the best income gains in over 50 years. Listen to today’s #BFT Minute to find out more. https://t.co/OwwryoKZEb https://t.co/iFc6JUnOFA
Don,https://t.co/Tjz6ZjVV79
Barry,"In the weekly address, the President discusses #ImmigrantHeritageMonth and fixing our broken immigration system. http://t.co/FCQz6tgz7F"
Don,"Billions of dollars are, and will be, coming into United States coffers because of Tariffs. Great also for negotiations - if a country won’t give us a fair Trade Deal, we will institute Tariffs on them. Used or not, jobs and businesses will be created. U.S. respected again!"
Barry,"""These parks belong to all of us. This planet belongs to all of us. It’s the only one we’ve got"" —@POTUS in Yosemite https://t.co/12XgitxkEB"
Barry,"""You know the sun comes out after every storm."" —@POTUS on the progress since Katrina and the work still ahead: http://t.co/oOSPo38DRP"
Barry,“The progress of Iran's nuclear program was halted for the first time in a decade.” —President Obama #IranDeal
Hillary,Find out how much Hillary's college plan will save you: https://t.co/svkSUzhwYz https://t.co/tmHf8m2CdX
Barry,"If the U.S. doesn't #LeadOnTrade, others will. Let's make sure America writes the rules in this global economy: http://t.co/BL15PXZBuC"
Hillary,So exciting! https://t.co/9iJu9S3F4O
Barry,Add your name for a chance to see James Taylor perform live in Chicago this summer: https://t.co/3Iz7oEkTzq https://t.co/EhvQXqDcmI
Hillary,"If you're on @TimKaine's team tonight, chip in before the #VPDebate to let him know: https://t.co/7IwGS5Olfw https://t.co/LygySSk4i8"
Don,"Great new book: “The Case For Trump” by Victor Davis Hanson, Hoover Senior Fellow."
Barry,Watch as @POTUS speaks on the progress made to ensure every student has the opportunity to realize their potential: https://t.co/ud6NM3BWwZ
Don,https://t.co/tEgQFkcMs1
Don,"The Fake News Media worked hard to get Tiger Woods to say something that he didn’t want to say. Tiger wouldn’t play the game - he is very smart. More importantly, he is playing great golf again!"
Hillary,There’s too much at stake today to sit this one out. Make sure you vote! #ElectionDay https://t.co/kjoqOuWvsX
Don,President Trump Delivers Remarks at the 2018 Project Safe Neighborhoods National Conference https://t.co/5oV86XUX1o
Hillary,"In America, we don’t say we’re going to “keep you in suspense” about whether we’ll respect the outcome of an election."
Hillary,"Trump on losing the Emmy tonight: ""I should've won."" #DebateNight

Trump on losing the Emmy in 2012, 2013, and 2014: https://t.co/EQsmBStnC0"
Hillary,".@JasonKander’s openness and honesty about his PTSD is a service to his fellow vets and the rest of us, too. Wishing you all the best. https://t.co/qfXXVe6yel"
Don,"According to the Failing New York Times, the FBI started a major effort to flip Putin loyalists in 2014-2016. “It wasn’t about Trump, he wasn’t even close to a candidate yet.”  Rigged Witch Hunt!"
Barry,We know we can’t stop every act of violence. But what if we tried to stop even one? #StopGunViolence https://t.co/pBZJ1ndByg
Hillary,"Update: She won! 

Congrats to Senator-elect @JenniferBoysko, the first Democratic victory of 2019 in Virginia—and not the last by any stretch."
Hillary,"“We’ve got to get the economy working for everybody, not just those at the top.” —Hillary https://t.co/GuEupxMKKY"
Don,“Presidential Proclamation Addressing Mass Migration Through the Southern Border of the United States” https://t.co/9blzn1XGyS
Hillary,"Instead of investing in Americans and their families, the Trump budget would: 

1. Add $33 billion to the Defense budget for a total of $718 billion. 

Even without those additions, our defense budget is equal to the military spending of half the world. https://t.co/Vz7XHQWalP"
Don,Agreed! Senate needs to confirm @realDonaldTrump Admin appointees. #SOTU
Barry,LIVE: President Obama is speaking on today's historical decision on marriage equality. http://t.co/BlWUaqluOD #LoveWins
Barry,"In just the first two weeks of enrollment, 1.5 million Americans applied for affordable health coverage: http://t.co/pacPZEsuzV"
Barry,It's official: January 2016 was the most abnormally warm month on record. https://t.co/nAGoY6DXuB #ActOnClimate
Hillary,"With just 10 days to go, Republicans are pulling out all the stops to try to bring Hillary down. RT this to help get out the facts: https://t.co/xiY0nSy7C6"
Barry,Here's why everyone is sharing pictures of #ObamaAndKids https://t.co/LdXz49BBg7
Hillary,"""He’s spent most of his life trying to stay as far away from working people as he could.” —@POTUS on Trump https://t.co/zhjJQuMX7X"
Barry,"If you believe in this grassroots movement for change, make an investment in its future—chip in today: http://t.co/2Uya7GsZR7"
Hillary,"""If we keep at it the way Hillary has kept at it decade after decade, progress happens."" —@POTUS https://t.co/pNsmg4T4H4"
Don,"Report just out: “China hacked Hillary Clinton’s private Email Server.” Are they sure it wasn’t Russia (just kidding!)? What are the odds that the FBI and DOJ are right on top of this? Actually, a very big story. Much classified information!"
Hillary,".@GinaOrtizJones is a veteran of the Iraq war, intelligence officer, and candidate for Congress in the 23rd district of Texas. She wants to create good-paying jobs and expand health care options for all Texans. https://t.co/dVkWX3lq24"
Barry,Partisan obstructionism shouldn't hold back our Supreme Court. #DoYourJob https://t.co/Q7rRKyWlZc
Barry,"When you vote, you have the power to protect voting rights. To make sure our criminal justice system treats everyone equally under the law. To strengthen laws that protect women in the workplace from harassment – and make sure they’re paid equally."
Hillary,"Having a small business owner for a dad may not get you multi-million-dollar bailouts, but it does teach you the value of hard, honest work. https://t.co/Vp9bVJo3Pn"
Hillary,"""Now is the time for all of us to stand up and say enough is enough. This has got to stop right now."" —@FLOTUS on Trump https://t.co/AGHzMF5d7J"
Hillary,.@SunSentinelOpinion has endorsed @HillaryClinton to serve as the next president of the United States: https://t.co/q3EPcOxxIr https://t.co/LmYgLROuxy
Hillary,"This is an important step, thanks to @ColorofChange for helping to make it happen. https://t.co/CeAsHbbzF9"
Don,Incredible to be with our GREAT HEROES today in California. We will always be with you! https://t.co/B1MCTF83Zf
Don,"Kate Steinle.
Sarah Root.
Grant Ronnebeck.

We willl no longer be bystanders to these crimes committed by illegal aliens. #SaveAmericanLives https://t.co/ar7LKfpeSu"
Don,"The crowds at my Rallies are far bigger than they have ever been before, including the 2016 election. Never an empty seat in these large venues, many thousands of people watching screens outside. Enthusiasm &amp; Spirit is through the roof. SOMETHING BIG IS HAPPENING - WATCH!"
Hillary,This election isn’t a reality TV show. It shouldn’t be about birth certificates or name-calling or stunts to get on cable news.
Barry,"""When we protect our lands, it helps us protect the climate for the future."" —President Obama #ActOnClimate https://t.co/qdoCgYPQom"
Barry,"""We can make sure every person willing to work has the dignity of a job, and a fair wage, and a real voice."" —President Obama #Selma50"
Barry,Say you're ready for strong global efforts to #ActOnClimate—don't let climate change deniers prevent progress: https://t.co/jiAVOprWZQ
Don,"“We absolutely need a physical barrier or Wall, whatever you want to call it. The President yesterday laid all that out. We need to do it all, including the Wall. I provided the same information to the previous administration, &amp; it was ignored.” Mark Morgan, Border Chief for “O”!"
Barry,Check out five big victories that made 2015 a great year for progress: https://t.co/QUoecEpNfJ
Barry,The wind energy industry keeps growing—here's the latest on its record-setting year: https://t.co/hf4vFdL0ze #ActOnClimate
Don,Beautiful afternoon in the Oval Office today with a few great American HEROES! https://t.co/HYEI83NVrm
Barry,"""This is not just about American rights. It's about human rights."" —President Obama #ADA25"
Hillary,A Wall Street money manager should not be able to pay a lower tax rate than a teacher or a nurse.
Don,Statement from China: “The teams of both sides are now having smooth communications and good cooperation with each other. We are full of confidence that an agreement can be reached within the next 90 days.” I agree!
Don,"Yesterday, it was my great honor to present the Medal of Honor to Ronald J. Shurer II, for his actions on April 6, 2008, when he braved enemy fire to treat multiple injured Soldiers. Read more: https://t.co/Nrrcp2JJUL https://t.co/A0KLHmIPZs"
Don,"New York State and its Governor, Andrew Cuomo, are now proud members of the group of PRESIDENTIAL HARASSERS. No wonder people are fleeing the State in record numbers. The Witch Hunt continues!"
Hillary,".@alliance4youth, @IndivisibleTeam, and @swingleft set about organizing locally to mobilize young people and win back Congress. I truly don't think we would have won back the House without them."
Hillary,"Last night, Donald Trump said not paying taxes was ""smart."" You know what I call it? Unpatriotic. https://t.co/t0xmBfj7zF"
Barry,"Judge Garland is a highly qualified nominee to fill the #SCOTUS vacancy. Senators, it's time to #DoYourJob. https://t.co/6V9uT2j7GK"
Don,"On National Former Prisoner of War Recognition Day, we honor the Americans captured and imprisoned by foreign powers while carrying out their duties to defend this great Nation...https://t.co/dEVfRo5uy7"
Hillary,Hillary knows it and @PPFA knows it. That's why we're proud to stand with them. #100YearsStrong https://t.co/p5TV0Zab59
Barry,"""Today I announced nearly $500 million in new public and private investment for American manufacturing."" —President Obama"
Don,Time for Democrats to accept reality https://t.co/3SyAnkSVlX
Barry,"""Middle-class economics works."" —President Obama"
Hillary,"In 9 days, we'll choose who succeeds @POTUS in the Oval Office. Make sure we make the right choice: https://t.co/tTgeqxNqYm https://t.co/yHOhzueHe6"
Barry,Read the President's op-ed in @AARP on the importance of protecting Americans’ retirement savings: http://t.co/x3WUlMLiBw
Barry,New report: Renewable energy installations are beating fossil fuel installations for the first time. https://t.co/MMhIdu4jzt #ActOnClimate
Don,"Wow, NFL first game ratings are way down over an already really bad last year comparison. Viewership declined 13%, the lowest in over a decade. If the players stood proudly for our Flag and Anthem, and it is all shown on broadcast, maybe ratings could come back? Otherwise worse!"
Hillary,“Hello Philadelphia! Are you fired up? Are you ready to go?” —@POTUS https://t.co/m3diE0KsAY
Don,"Gregg Jarrett: “Mueller’s prosecutors knew the “Dossier” was the product of bias and deception.” It was a Fake, just like so much news coverage in our Country. Nothing but a Witch Hunt, from beginning to end!"
Don,"The only “Collusion” is that of the Democrats with Russia and many others. Why didn’t the FBI take the Server from the DNC? They still don’t have it. Check out how biased Facebook, Google and Twitter are in favor of the Democrats. That’s the real Collusion!"
Hillary,Hillary's been fighting for kids and families her entire career—and that's the experience she'll take to the White House. https://t.co/5RPwwDhJCh
Don,Tiger is playing great. Looks like a big win could happen. Very exciting! @TigerWoods
Don,"Great new book by Dr. Robert Jeffress, “Choosing the Extraordinary Life.” Get it and enjoy!  @LouDobbs"
Hillary,"In case you didn't notice, moms <U+0001F44F>get<U+0001F44F> stuff <U+0001F44F>done. 

Support a mother running for office today: https://t.co/YV0StLkXd6 https://t.co/CQFnlysA1m"
Hillary,"Great piece about a great guy I’ve known for a long time.
https://t.co/ITFYYmtvjI"
Barry,This is nothing more than shameless partisanship. The Supreme Court should be held in higher regard. #DoYourJob https://t.co/I0TN3csv0O
Barry,Happy Father's Day to all the dads out there. https://t.co/okqSRnQk6n
Barry,"""We need to boost the minimum wage. Give America a raise."" —President Obama #RaiseTheWage"
Don,"I understand the talk about Mueller not deciding on Trump obstruction. But he did decide, didn't he? If you're investigated for something, and you learn that the prosecutor is closing down without taking any action, you're happy, right?"
Hillary,"Congresswoman Louise Slaughter was a tireless advocate for her constituents in New York. She showed me the ropes when I was first elected to the Senate in 2000, &amp; did the same for so many of our colleagues. I was lucky to call her a friend. She will be missed."
Hillary,Need something to do with all that nervous #ElectionDay energy? We'll be dialing for democracy all day straight from our website. Your call could win it all. #MidtermElections2018  https://t.co/p1nSsByn6g
Barry,Our economy is making real progress. https://t.co/xBgqyYEoG0
Hillary,"@Astrid_NV @iammarleydias @aijenpoo @domesticworkers @reshmasaujani @ColleenFlangan @SybrinaFulton @GwenCarrERIC @MariaHa05153239 @lucymcbath @IamMikesMother @pwcdanica put a huge crack in the glass ceiling last November, then got right to work to serve her constituents. https://t.co/BHsTLTI8c4"
Hillary,More than 70 million Americans aren't registered to vote. We have to do better! Get registered &amp; spread the word: https://t.co/IobF5PQ7jv
Don,"Our new Trade Deal with Mexico focuses on FARMERS, GROWTH for our country, tearing down TRADE BARRIERS, JOBS and having companies continue to POUR BACK INTO OUR COUNTRY. It will be a big hit!"
Don,https://t.co/9o5gZlJiTd
Don,"Everybody is asking how the phony and fraudulent investigation of the No Collusion, No Obstruction Trump Campaign began. We need to know for future generations to understand. This Hoax should never be allowed to happen to another President or Administration again!"
Don,"Something’s happening America! Get out tomorrow and https://t.co/0pWiwCHGbh so together, we can KEEP MAKING AMERICA GREAT AGAIN!! https://t.co/zajBieMWpl"
Barry,You could talk about anything—even compare jump shots. Enter now: http://t.co/7MlSY6kPWU http://t.co/gohG6pr0Hj
Don,.@Rasmussen_Poll just came out at 48% approval rate despite the constant and intense Fake News. Higher than Election Day and higher than President Obama. Rasmussen was one of the most accurate Election Day polls!
Barry,Senate leaders' political games are handicapping the Supreme Court—and judgeships across the country. https://t.co/PhKOBKXLmS #DoYourJob
Hillary,.@FLOTUS is on the trail for Hillary. Tune in to watch her live from Virginia: https://t.co/PhnJJoDmPD
Don,"Numerous states introducing Bible Literacy classes, giving students the option of studying the Bible. Starting to make a turn back? Great!"
Don,"The military drills, or war games as I call them, were never even discussed in my mtg w/ Kim Jong Un of NK—FAKE NEWS! I made that decision long ago because it costs the U.S. far too much money to have those “games”, especially since we are not reimbursed for the tremendous cost!"
Barry,The Obama administration just finalized standards to cut methane pollution and improve public health. #ActOnClimate https://t.co/nR2x8UqDM8
Barry,"""The question then is not whether to prevent Iran from obtaining a nuclear weapon, but how."" —President Obama #IranDeal"
Don,"As I have been saying all along, NO COLLUSION - NO OBSTRUCTION! https://t.co/BnMB5mvHAM"
Hillary,"""Hillary has the resilience it takes to do this job, see when she gets knocked down…she gets right back up.” —@FLOTUS"
Hillary,Kavanaugh has consistently argued that the Environmental Protection Agency has limited authority under the Clean Air Act to regulate the carbon and other pollutants that are causing the planet to heat up.
Hillary,Donald Trump actually stood on a debate stage and said wages in America are too high.
Hillary,Too many families have been ripped apart by gun violence. We need to bring people together to reform our laws. https://t.co/h2bXJntzJi
Barry,Thankful. #TBT http://t.co/JAEzQdsMz0
Barry,These folks are ready to lead in the fight against climate change: http://t.co/NTe2Ud0HVj #ActOnClimate
Don,"Marist/NPR/PBS Poll shows President Trump’s approval rating among Latinos going to 50%, an increase in one year of 19%. Thank you, working hard!"
Barry,"""Somewhere, the sun is shining, the air is fresh, his team's behind him, and Mr. Class—'Mr. Cub'—is ready to play two."" —President Obama"
Hillary,"Missourians! Your last chance to register to vote is today, October 10. Check your registration now, and ask three friends or family members to do the same: https://t.co/tTgeqxNqYm"
Hillary,Warm welcome in Boston this morning. https://t.co/mEswRa0VBE
Hillary,"Read @GabbyGiffords' statement about today's school shooting in Parkland, Florida: https://t.co/78PglvHbTO"
Don,"....productive talks, I will be delaying the U.S. increase in tariffs now scheduled for March 1. Assuming both sides make additional progress, we will be planning a Summit for President Xi and myself, at Mar-a-Lago, to conclude an agreement. A very good weekend for U.S. &amp; China!"
Hillary,This heartbreaking video from the ACLU shows the consequences of separation: https://t.co/0NPjpAFd8u
Hillary,"""To all the women...who put their faith in this campaign and in me...nothing has made me prouder than to be your champion."" —Hillary"
Barry,"Higher wages, 173,000 jobs added, and a dropping unemployment rate are all good news—but there's more work to do. http://t.co/ji2mXAJTZd"
Don,"Democrats are saying that DACA is not worth it and don’t want to include in talks. Many Hispanics will be coming over to the Republican side, watch!"
Hillary,"Long overdue, but good to see the Senate approve much-needed aid for Flint. Time for the House to do the same. -H https://t.co/nQdgxiYnwV"
Barry,Today is your last chance to enroll for health coverage that starts New Year's Day: http://t.co/ub7eg9YXPk
Don,https://t.co/h43dehf0WV
Don,Alan Dershowitz: “These are not crimes. He (Mueller) has no authority to be a roving Commissioner. I don’t see any evidence of crimes.”  This is an illegal Hoax that should be ended immediately. Mueller refuses to look at the real crimes on the other side. Where is the IG REPORT?
Barry,"""Real opportunity requires every American to get the education and training they need to land a good-paying job."" —President Obama #SOTU"
Don,"Democrats just blocked @FoxNews from holding a debate. Good, then I think I’ll do the same thing with the Fake News Networks and the Radical Left Democrats in the General Election debates!"
Don,"Rep. Alexandria Ocasio-Cortez is correct, the VA is not broken, it is doing great. But that is only because of the Trump Administration. We got Veterans Choice &amp; Accountability passed. “President Trump deserves a lot of credit.” Dan Caldwell, Concerned Veterans of America"
Barry,Continuing to invest in clean energy like solar power is critical in the fight to #ActOnClimate. https://t.co/wvIKlRDDOD
Hillary,"""Our identities do not have to be defined by putting someone else down but can be enhanced by lifting someone else up"" —@POTUS at #UNGA"
Hillary,"Cecil is first in line to vote in Mahoning County: ""I wouldn't miss this because so many people fought for the right to vote."" #OHVotesEarly https://t.co/XVOlIma2Uz"
