bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yrs_old,assess_cd,price
4,2.5,2540,32647,2,3,19,1,628990
2,3.5,2560,5000,1,4,71,4,535000
4,2.75,2390,9300,1,3,36,1,770126
4,2.5,2870,8995,1,5,47,6,710000
3,1.75,1510,4800,1,3,90,6,465000
3,1.75,2200,11520,1,4,63,11,359000
2,0.75,720,5040,1,3,66,8,151000
3,2.5,2970,9600,2,3,21,2,820000
3,1.5,960,6497,1,4,45,3,160000
4,1.75,1420,5000,1.5,4,70,6,535000
3,2.25,1800,9010,1,3,40,9,365000
4,2.5,3090,5600,2,3,10,4,708000
3,1,1200,7280,1,4,48,4,215000
4,3.5,4065,18713,2,4,28,8,1950000
4,2.5,2570,22215,2,5,57,11,390000
3,2,1530,5401,1,4,78,7,570000
3,1.75,1500,13430,1,3,38,4,383000
4,3,2490,5706,2,3,10,8,370000
4,2.5,3040,12522,2,3,15,2,454000
5,3.25,4140,32700,1,3,42,5,1400000
4,1.75,1690,10854,1,3,38,2,371000
3,1.75,1430,10350,1,3,56,6,530000
4,2.75,2490,9714,1,4,32,6,608000
3,1.75,1350,7200,1,5,61,10,450000
4,2.5,3140,14421,2,3,21,2,780000
4,2.5,2340,52272,2,2,37,6,290000
3,1.75,1610,14182,1,4,37,4,225000
4,2.5,3320,38032,2,4,24,7,805000
3,2.5,2390,15669,2,3,24,12,660000
3,1.75,1180,13927,1,5,53,5,299000
2,2.25,1260,1312,3,3,8,6,530000
3,2.5,1800,4400,1,5,45,1,680000
4,1.75,1790,12000,1,5,71,11,199900
3,1.75,1760,6300,1,3,52,7,224000
3,1.75,1540,8885,1,4,35,6,244000
4,1.75,1260,3880,1,5,97,11,485000
4,2.5,2240,7589,2,3,21,1,330000
4,2,1630,1724,1.5,3,100,5,509000
4,2.5,2350,7203,2,3,26,5,440000
3,2,1350,8587,1,3,17,4,244000
4,1.75,1320,4800,1,4,85,7,399700
4,2.5,1950,2617,1.5,4,105,2,519000
4,1,2100,9200,1,3,56,4,211000
3,2.5,3480,7800,1,4,74,8,950000
3,2.5,1830,2839,2,3,16,12,410000
4,2,2640,5000,2,3,66,5,750000
3,1,900,2550,1,4,37,3,133400
3,2,1553,6550,1,3,115,1,240000
3,2.5,1710,2300,2,3,10,12,539000
4,3,3400,292723,2,3,17,2,688000
3,1.5,1270,5112,1,3,65,3,465000
3,1.75,2960,12420,1,4,63,4,936000
4,2.5,3040,9606,2,3,12,4,620000
3,1.75,1430,9750,1,5,53,11,429950
3,2.5,1520,4170,2,3,11,1,296475
4,2,1820,9450,1,3,53,2,330000
3,2.25,1800,11200,1,3,36,12,445000
4,3.25,2720,4000,2,3,1,8,846000
4,1.75,1980,5850,1,4,55,11,725000
4,2.5,2550,7349,2,3,26,9,369000
3,1.75,2210,16200,1,3,57,12,625000
3,2,2120,4080,2,3,12,11,535000
4,1.5,1570,6717,1,5,104,11,229950
3,1.75,1310,6960,1,4,41,4,229999
5,3.5,3150,4120,2,3,104,3,850000
4,4.5,3870,35889,2,3,14,7,589900
2,1,1840,4322,1,4,101,6,513000
3,1,1120,8321,1,4,74,12,401000
3,2.5,1440,2500,2,3,9,7,260000
4,2.75,2300,26650,1,4,65,3,525000
3,3.5,2070,11658,1,4,38,1,470000
4,1.5,1420,8063,1,3,53,1,205000
3,2.25,2010,7495,1,4,36,12,620000
3,1.5,1200,5000,1,3,36,10,229000
2,2,1150,6634,1,3,75,7,445000
2,1,1240,7200,1,3,48,10,215000
2,2.5,1900,4871,2,3,10,1,504975
4,2.25,2350,10072,2,3,35,3,495000
3,1,1120,8342,1,4,39,2,205000
1,1,1020,6871,1,3,78,3,152275
4,2.25,1930,8338,1,3,47,1,586000
2,2.5,2680,7625,1,3,13,6,779950
4,1.75,2660,11315,2,4,32,9,557000
4,2.25,2200,7200,1,4,57,4,610000
3,1.5,1010,7683,1.5,5,62,11,405000
4,2.25,2310,7490,2,3,35,5,320000
3,1,920,3863,1,3,45,4,356000
5,3,3030,4120,1.5,4,102,8,794500
3,1.75,1590,9620,1,3,27,7,349000
4,2.25,2740,88426,2,3,24,2,549000
3,1,960,10761,1,4,53,6,193000
3,1.5,2240,7227,2,3,38,9,700000
3,2.5,2400,6182,2,3,17,2,523000
5,3.25,2860,20790,1,4,50,10,565000
4,2.5,2960,5027,2,3,15,5,500000
4,3.25,3770,4103,2,5,90,8,1450000
6,3.5,3830,68825,2,3,20,4,710000
4,2,2750,9001,1,3,7,9,333000
3,1.75,2100,6874,1,3,72,11,580000
4,1.75,1500,8400,1,3,59,2,289950
2,1,710,4618,1,3,90,7,375000
2,3,2770,10800,1.5,5,31,3,505000
3,1.75,2050,6720,1,3,76,4,324950
4,2.25,1960,10275,2,3,50,7,490000
4,2,1770,6000,2,5,104,12,630000
3,2.75,3290,22649,2,4,22,11,595000
4,2,1990,6000,1,3,59,2,872500
2,1,1760,5250,1,4,64,4,490000
4,3.25,5080,27755,2,3,14,3,1900000
2,1,1020,8102,1,3,59,3,310000
3,1,1350,92721,1,2,69,1,450000
3,1.5,1740,12000,2,3,41,1,539000
3,2.5,3540,38322,2,3,26,8,888550
3,2.5,1520,8720,1,3,34,10,269950
0,0,290,20875,1,1,52,5,142000
3,1.75,1310,9761,1,3,48,2,300000
2,3.25,3000,24004,1,3,63,5,780000
3,2.5,2660,20369,2,3,23,3,545000
3,2.25,2120,9804,2,3,21,4,278000
3,2.25,1200,2845,2,3,29,6,342000
4,1.75,1900,9861,1,4,48,4,190000
2,1.5,1010,948,3,3,16,3,387000
3,2.25,1850,7480,2,3,37,10,279950
6,4.5,4520,40164,2,3,62,6,550000
3,2,2010,251341,2,3,12,11,439000
3,2.25,2420,23507,1,4,46,2,774888
5,2.5,2732,9500,1,4,40,4,480000
4,2,1910,6960,1.5,5,74,5,835000
5,3.5,3520,5400,2,3,7,5,1500000
4,2,2220,3760,1.5,4,86,11,771000
4,2.25,2020,5800,1,4,74,10,1225000
4,2.5,2090,7290,1,5,49,10,600000
3,1,1580,7424,1,3,53,7,305000
5,1.75,2650,11340,1,3,60,5,1388000
3,1,1020,11652,1,4,44,7,216500
3,2.5,1070,1219,2,3,11,5,370000
4,1.75,2120,9786,1,3,48,10,492650
5,1.75,1360,10609,1,3,49,2,431200
4,2,1700,12048,2,3,25,4,277500
5,1.5,1820,8712,1,5,55,2,278000
4,1,1430,8400,1,3,46,11,351000
4,3.5,4140,7089,2,3,12,9,850000
2,2,1313,3600,1,3,111,5,885000
3,2,1590,87120,1,3,17,4,399950
3,1.75,1080,9262,1,3,47,8,185000
5,3,2730,6000,1,3,36,6,440000
4,3.25,3800,19798,2,3,46,1,2395000
3,1.75,1810,34500,1,3,35,8,299500
3,1.5,1540,7506,1,5,54,1,420000
4,1,1390,18000,1,3,60,5,234000
2,1.75,1460,4800,1,5,65,12,540000
4,2.5,2350,63162,2,4,21,10,649950
3,1,1160,7912,1,4,59,1,330000
4,3.25,3500,5960,2,3,5,9,840000
3,2.5,1980,6922,2,5,24,4,370000
3,1.5,1250,7700,1,5,47,6,410000
2,1,770,7200,1,3,64,10,257000
3,1,1920,6710,1,3,56,2,350000
2,1,1120,7560,1,3,68,2,380000
3,1,1150,12402,1,4,46,8,344000
3,2.5,1590,2550,3,3,30,6,488000
3,1,910,3880,1,3,73,1,465000
2,1.75,1870,6625,1,3,67,8,229500
5,3,2420,11250,2,3,2,6,445000
4,1.5,2120,7110,1.5,3,96,1,246000
5,2.5,2730,17240,1,5,57,2,545000
4,2.5,2560,5672,2,3,10,11,518000
4,2.5,2620,10016,2,3,19,2,565000
4,2.5,2760,8558,2,3,14,9,445000
5,2.5,2900,9799,1,3,56,8,968000
3,2,1820,6324,1,5,70,6,725000
3,1.75,1870,8400,1,3,38,7,315500
4,1.75,2010,9211,1,3,38,2,487585
2,1,940,6000,1,2,61,12,246500
3,1.75,1850,6000,1.5,3,102,7,819000
5,2.5,2530,4229,2,3,11,3,349900
3,1,940,4700,1,4,73,12,267000
3,2.25,1820,15000,1,3,37,6,480000
2,1,1510,3360,1,3,91,5,525000
4,2.5,2070,5415,2,3,19,10,578000
3,2.5,1380,1547,3,3,15,4,345000
3,1,1270,6250,1,3,60,6,499000
3,1.5,1390,9680,1,4,59,12,425000
4,3,1840,7510,2,5,27,2,268000
3,1,1600,12566,1,4,44,6,240000
3,1.5,1480,9606,1,4,51,4,147000
4,2,2120,7806,1,4,66,12,500000
4,2.75,2940,5400,1.5,5,105,10,1010000
4,3,3820,26895,2,3,20,12,991500
5,2,2740,3838,1,4,56,8,510000
4,4,4360,12081,2,3,8,9,1980000
4,2.5,1540,1870,2,3,1,6,484998
4,3.5,4660,17398,2,3,12,10,1280000
3,1.75,1590,7617,2,3,29,5,210000
2,1,1180,10720,1,4,60,11,450000
4,1.75,2360,8286,1,3,63,3,875000
4,2.75,1860,7500,1,5,48,12,529950
3,1.75,1470,4000,1,3,36,9,415000
4,2,2990,12970,1.5,4,67,11,590000
3,1.5,1690,9144,1,4,59,4,379950
1,1,660,3570,1,3,109,6,385000
3,1.75,2310,7620,2,3,73,10,588000
2,1,770,2191,1,3,78,7,252500
3,3.5,2320,3174,2,3,18,2,530000
2,1.5,1370,159865,1,3,55,11,385000
3,2.25,1700,7650,1,4,40,2,419000
2,1,960,5508,1,3,64,4,175000
2,1,1150,5664,1,3,67,11,515000
4,2.5,2910,4680,1.5,5,78,7,945000
5,2.25,2290,7420,1,3,42,3,359900
4,2.5,2260,5164,2,3,19,12,419950
3,1.75,1300,4000,1,3,62,5,460000
3,2.25,1850,7151,2,3,26,4,255000
4,1.75,1920,9500,1,4,49,3,481000
4,1.75,1920,9500,1,4,49,6,719521
3,3,4910,43560,2,4,26,6,1080000
4,2.5,2210,6080,1,4,50,9,334000
4,2.75,2280,3200,1.5,5,84,2,675000
3,1.75,1640,7437,1,3,67,6,556000
4,2,1980,7200,2,3,105,5,900000
3,1,900,4084,1.5,3,105,11,400000
4,1.75,1960,4340,1,5,103,1,724950
4,2.25,1800,4500,2,4,11,3,321000
4,3.5,4270,5800,2,5,78,5,1356925
4,2,1520,19672,1,3,95,12,171000
4,3,5430,108900,2,4,28,6,1360000
3,1.75,1950,15037,1,3,26,6,323000
4,1.75,2190,125452,1,3,47,12,491500
4,1.5,1200,10890,1,5,43,1,226000
6,1.75,2180,4000,1.5,4,89,10,580000
4,2.5,2320,11259,2,3,33,4,640000
3,1.75,1040,5097,1,4,71,3,619790
4,2.5,2700,6998,2,3,14,1,383962
3,2,1400,2445,1,3,13,11,373000
3,2.5,2060,8123,2,3,38,2,541338
2,1,780,8160,1,4,62,5,254922
3,2.25,2400,5000,1.5,4,89,1,575000
4,3,2900,15535,1,4,54,7,650000
3,1.5,1740,9547,1,4,53,11,269950
2,1,780,6250,1,3,73,9,270950
3,2.75,2430,14861,1,3,27,8,495000
4,2,2210,8556,1,4,61,2,794154
3,1.5,1510,11200,1,4,55,4,340768
2,1,900,5413,1,3,68,1,375000
4,2.5,3670,7000,2,3,10,11,820000
2,2.25,1160,954,2,3,1,11,555000
2,1.5,1070,1200,2,3,16,9,312500
2,1,950,4560,1.5,3,90,1,450000
3,2.75,2950,6667,2,3,12,6,739000
3,2,1420,1716,2,3,12,3,320000
3,1,1590,13000,1.5,3,71,12,235000
4,1,1290,5000,1.5,3,58,1,275500
2,2,1690,4500,1,3,11,1,564000
4,1.75,1340,8700,1.5,3,57,2,263000
3,1.75,1397,18000,1,3,50,12,257000
4,2.5,3750,218506,2,3,24,4,725000
3,2.25,2000,7560,1,3,36,4,300000
3,2,2250,7904,1.5,3,17,4,328000
3,1,840,8400,1,3,56,7,187500
3,1,1100,5100,2,4,115,3,400000
3,1.5,1660,5100,1,4,61,7,515000
2,2,2180,18525,1,5,63,5,1410000
3,1,1460,8400,1,3,57,3,235000
4,2.5,2470,4945,2,3,3,2,669000
3,1,1250,13503,1.5,4,84,9,282000
3,2,1480,3876,1,5,87,9,663000
3,3.25,2240,5000,2,3,26,6,279900
3,2,1570,7200,1,4,63,2,335000
4,2.75,3250,10000,2,3,1,5,689000
3,2.25,1790,231303,1,3,35,3,413100
3,2.5,2080,4931,2,3,15,1,506950
3,2.5,1480,1171,3,3,9,2,500000
5,3,3610,9775,2,3,12,2,540000
3,2.5,2040,4559,2,3,17,8,812000
4,3.25,3850,19842,2,3,26,7,1200000
3,2.25,3230,35306,2,3,28,3,370000
3,2,2440,23512,1,3,82,1,338000
4,1,1490,6600,1,3,46,12,185000
3,1,1150,35415,1,4,65,5,450000
2,1,900,6000,1,3,71,8,451000
4,2.5,3210,24527,1.5,3,31,1,785000
5,3,3900,5250,1.5,5,84,6,850000
3,1,1240,18000,1,2,72,2,235000
3,1.75,1760,6788,2,3,75,11,1150000
3,2.25,1410,1377,2,3,10,10,377500
3,2.5,2780,11964,2,3,6,7,825500
5,3.25,3230,3825,2,3,1,6,1059500
5,3.5,4600,8764,2,3,8,10,880000
3,2,1440,4421,1,3,8,3,413800
2,1.5,1200,1687,3,3,7,12,504200
4,3,2793,5703,2,3,6,12,421500
4,2.5,2970,5050,2,3,1,9,855169
3,2,1440,3218,1,3,7,4,380000
3,2.25,1480,1026,3,3,1,9,580000
3,2.5,1870,5333,2,3,3,5,377000
4,2.75,2475,4000,2,3,1,6,329900
4,2.5,2950,7024,2,3,3,8,921800
3,2.25,1410,905,3,3,1,10,529500
4,2.5,2240,3712,2,3,1,11,363990
5,2.75,3230,6500,2,3,1,11,834950
3,2,2100,31550,1,3,5,12,399000
3,2.25,1936,9495,1,3,2,4,338900
3,2.5,3120,6000,2,3,8,7,419950
4,2.5,2070,4270,2,3,5,1,493000
4,2.5,3700,4500,2,3,8,10,650000
3,2.5,2130,5205,2,3,2,1,456000
3,2.25,1620,997,2.5,3,5,11,425000
3,2.5,1490,2478,3,3,6,9,348000
5,4,4180,7232,2,3,1,6,1040892
2,2.5,1400,1262,2,3,7,11,299000
4,3.75,3490,9170,2,3,3,6,1264000
3,1,1300,6098,1,3,2,11,155000
4,2.5,2730,4962,2,3,9,10,319500
3,2.5,1830,2517,2,3,10,3,274000
5,2.5,2340,4500,2,3,6,8,429000
3,1.75,1410,1899,2,3,1,4,267800
3,2.5,1930,8254,2,3,1,12,369950
6,5,3028,18055,2,3,10,10,480000
4,3.5,3180,4869,2,3,8,1,440000
4,3.25,2950,4161,2,3,1,7,839704
3,3.25,1430,1276,3,3,8,10,535000
2,1.5,1020,1275,3,3,7,2,290000
3,2.5,1650,1793,3,3,8,4,370000
3,2,1060,651,3,3,8,10,405000
4,2.75,2620,6019,2,3,2,12,499431
4,2.5,1830,3868,2,3,8,3,275000
3,2.25,998,844,2,3,8,12,320000
4,2.5,2070,4427,2,3,8,8,425000
4,3.5,2860,2199,3,3,2,4,1450000
3,2,1920,5688,1,3,8,9,340000
3,2.5,1210,2046,2,3,7,9,299900
5,3.5,4890,12039,2,3,1,6,865950
4,2.5,3420,17038,2,3,8,5,720000
4,3.5,2870,3225,2,3,9,4,460000
3,2.5,1600,2042,2,3,10,12,375000
2,1.5,960,1829,2,3,10,1,386180
3,2.75,1740,5639,1,3,5,9,280000
4,2.5,2575,4725,2,3,4,3,359000
5,3.25,3660,11995,2,3,9,8,785000
3,2.25,1420,1230,2,3,6,9,425000
5,2.5,3070,7200,2,3,10,11,575000
3,2.5,1920,144619,1,3,1,8,465000
4,3.25,4160,10335,2,3,1,7,1850000
4,3.25,3276,10801,2,3,7,3,720000
5,3.75,2890,5000,1,3,9,2,390000
3,2.5,3430,10177,2,3,1,11,2205000
6,3.75,2930,14980,2,3,2,2,915000
2,2.25,1300,1314,3,3,7,7,562000
2,1.75,1250,1208,2,3,8,1,349000
4,2.5,2310,7800,2,3,4,7,375000
2,2.25,1360,1336,3,3,7,12,479950
4,2.5,2020,5100,2,3,5,5,319000
3,1.5,1270,1067,3,3,6,1,325000
4,2.75,2790,8092,2,3,2,9,505657
4,2.5,2320,4142,2,3,5,5,340000
3,2.5,1750,6351,2,3,3,9,250000
4,2.5,2030,4596,2,3,1,11,349500
3,2.5,1270,865,2,3,7,6,290750
5,3.25,2710,2356,2,3,2,12,715000
4,2.75,2520,8433,2,3,1,1,689950
2,2.5,1340,1263,3,3,7,10,425000
2,3,1570,1281,3,3,1,5,657000
4,3.5,2690,5564,2,3,8,10,359950
4,2.75,2475,4276,2,3,1,8,319900
3,3.75,2260,2050,2,3,5,9,532000
2,1,840,863,3,3,7,6,291000
3,3.25,1720,1330,2,3,11,6,675000
3,2.25,2940,6500,3,3,1,7,885000
5,3.5,4170,9090,2,3,7,6,1450000
6,4.25,4310,10000,2,3,7,1,780000
4,2.75,3010,7200,2,3,1,4,839950
3,2.5,2170,1984,2.5,3,7,9,645000
3,2.5,1584,3200,2,3,4,12,263000
2,2.25,1110,1290,3,3,9,2,345000
4,2.5,2420,5006,2,3,2,12,505000
2,2.25,1430,1210,2,3,10,9,522500
3,2.5,2393,4788,2,3,3,7,400000
3,2.25,1240,949,3,3,7,10,543000
4,2.5,2980,12075,1,3,8,5,495000
4,3.5,2970,6587,2,3,1,7,549995
3,2.5,2329,5720,2,3,5,12,327555
5,3.25,3340,9075,2,3,10,10,690000
4,2.25,2580,2875,2,3,0,10,673000
3,2.5,2029,3906,2,3,1,2,384435
4,2.75,3430,6500,2,3,9,6,780000
5,3.75,3330,5042,2,3,1,10,1375000
5,3.5,3220,5081,2,3,2,3,950968
2,2.25,1240,750,2,3,7,6,334950
3,3.5,1500,1249,2,3,11,5,489000
3,3,3530,8345,2,3,9,11,600000
3,2.25,1260,915,2,3,8,4,282000
4,4,4168,8485,2,3,8,4,442000
2,1.5,1030,2850,2,3,20,11,220000
3,2.5,3080,5598,2,3,9,12,489000
3,1.5,1072,4339,2,3,6,12,250000
4,2.75,2790,5000,2,3,1,4,484259
3,2.5,4090,16972,2,3,8,8,1680000
3,2.5,1800,4357,2,3,2,5,450000
2,1.5,830,1276,2,3,10,6,299000
3,2.5,2280,4557,2,3,5,1,450000
4,3,2110,1286,2,3,8,9,585000
3,2.25,1570,1680,3,3,1,7,660000
2,1.5,830,1333,2,3,10,11,301500
4,3.75,4120,8258,2,3,3,5,949950
4,2.5,2540,5760,2,3,6,7,759990
4,2.75,2050,4000,2,3,1,2,355000
4,2.75,3080,7242,2,3,1,7,889950
3,2.5,2390,1984,2,3,7,5,629800
4,2.5,3170,5100,2,3,3,1,745000
2,1.5,1240,1331,2,3,8,3,379900
3,2.5,1090,1139,2,3,6,1,335000
5,4.5,4630,6324,2,3,9,11,809000
4,2.5,3230,5899,2,3,3,9,569950
4,3.5,3510,9263,2,3,14,12,723000
4,2.5,1785,2552,2,3,6,5,282000
5,3.25,2360,3873,2,3,9,11,569900
4,2,2340,9716,1,3,6,10,385000
3,2.25,1620,1075,3,3,6,5,420000
3,3.25,3890,3452,2,3,9,3,2250000
4,3,1984,4460,2,3,3,9,292000
3,2.25,1640,1023,3,3,1,4,645000
4,2,1350,942,3,3,7,2,304500
4,3.5,2730,5707,2,3,4,12,489500
4,4,5610,11063,3,3,9,9,1583000
2,1,962,1992,2,3,3,4,390000
4,3.5,3040,4006,2,3,2,3,815000
3,3.5,2540,10578,2,3,1,5,719000
4,2.5,2240,4800,2,3,1,6,331210
3,1.5,1260,1270,2,3,10,11,245000
5,4,3210,7200,2,3,4,7,465000
3,2.5,1620,1171,3,3,7,3,580000
3,2,1580,1972,2.5,3,8,4,540000
3,2.5,1430,1250,3,3,8,5,399000
4,2.5,1850,5388,2,3,6,10,328000
4,2.5,3340,5314,2,3,5,6,701000
3,2.75,2670,4800,2,3,1,2,408000
5,4.25,4660,16200,2,3,10,1,2641100
4,2.5,3470,6651,2,3,10,10,672500
3,2.5,3010,7014,2,3,6,1,538000
5,3.5,3931,9497,2,3,1,12,450000
3,2.5,1800,2700,2,3,4,4,362500
3,2.5,1570,1551,3,3,7,5,414950
3,2.5,2230,3939,2,3,1,10,679950
4,2.5,2423,7292,2,3,10,6,290000
3,2,1160,1174,2,3,8,6,230000
2,2,1440,4666,1,3,5,4,439950
4,2.5,2052,3723,2,3,1,10,349900
5,2.5,2780,9272,2,3,1,2,550000
4,4.25,3720,5750,2,3,9,5,1050000
2,2.25,1460,1851,2,3,1,9,655000
3,3.5,1370,1540,2,3,9,11,385000
6,4.5,3600,6110,2,3,3,4,729999
3,2.25,1420,1282,3,3,9,4,523950
2,2.5,980,895,2,3,6,6,369000
3,2.5,1790,2700,2,3,5,2,509900
3,2.5,2010,5399,2,3,9,12,282000
3,2.5,2370,4200,2,3,1,1,387865
4,2.5,2560,6238,2,3,8,9,385000
3,2.5,1900,6224,2,3,10,1,536000
2,2.25,1350,1493,2,3,8,11,395000
4,2.75,2650,6717,2,3,1,6,545000
4,2.5,3020,7035,2,3,14,8,715000
3,2.5,1500,2255,2,3,10,9,348000
3,1.75,1320,1014,3,3,0,3,455000
4,2.75,3120,7644,2,3,5,12,575000
3,2.25,1540,1270,3,3,1,4,449950
3,2.5,1800,2790,2,3,4,1,364000
4,2.5,3640,6389,2,3,1,8,932990
3,2.5,2440,4153,2,3,12,5,710000
4,4,3970,7314,2,3,1,1,949990
3,2.5,2060,4200,2,3,1,11,326989
3,2.5,2538,4600,2,3,2,12,335606
5,4.5,4270,8076,2,3,8,9,1532500
3,2.5,1320,3150,2,3,10,6,299950
4,2.75,3340,5700,2,3,2,12,962000
2,2.5,1590,1679,2,3,3,10,395825
5,2.75,2710,4500,2,3,1,12,419354
4,2.75,3140,7258,2,3,9,11,920000
3,2.25,1445,1028,2,3,10,5,366000
4,2.5,2430,5000,2,3,6,1,480000
3,3.25,1370,915,2,3,9,10,388000
4,3.5,5050,9520,2,3,8,5,2320000
5,3.75,5330,6000,2,3,9,12,950000
3,3.25,1710,2171,2,3,1,12,358990
4,2.5,2650,4120,2,3,1,10,398651
4,2.5,2590,7891,2,3,9,11,530000
4,2.5,2610,5562,2,3,2,3,610360
3,2.5,1770,1235,3,3,8,5,436110
4,2.75,3730,8014,2,3,3,12,925000
4,2.5,2420,5244,2,3,8,2,449950
4,2.5,3330,7399,2,3,6,6,760000
3,2.25,1910,3481,2,3,6,9,293000
2,2.5,2170,7665,1,3,2,5,695000
3,2.5,2437,5136,2,3,4,5,285000
5,4,4180,12042,2,3,1,1,1255784
3,2.5,1800,2791,2,3,4,11,379900
5,2.5,2570,7412,2,3,9,9,472000
4,2.5,2090,5195,2,3,8,3,300000
4,2.5,2789,3960,2,3,8,10,272000
4,2.5,2906,5893,2,3,1,10,418395
5,2.5,2550,6405,2,3,7,10,465000
4,2.75,3550,9400,2,3,1,6,659950
3,2.25,1590,926,3,3,1,3,484950
3,2.25,1950,1968,2,4,36,4,359000
4,2.5,3250,4500,2,3,6,12,519000
5,4.5,4590,14685,2,3,6,7,1710000
4,2.75,3070,7201,2,3,9,1,535000
4,3.25,3030,7644,2,3,9,4,622950
3,2.5,2610,5845,2,3,10,10,515000
4,3.5,3150,6202,2,3,10,9,330000
3,1.5,1240,983,3,3,6,3,318000
3,2.5,1680,2801,2,3,4,10,439000
3,2.5,2220,5279,2,3,9,4,540000
4,3.25,4800,12727,2,3,4,4,1079000
4,2.5,3100,4699,2,3,5,2,435000
4,4,7850,89651,2,3,9,10,2700000
4,2,1590,942,3,3,7,11,293467
3,2.5,2242,4800,2,3,2,2,328000
3,3.5,2490,3582,2,3,10,12,550000
3,2,1530,1442,3,3,0,3,649000
4,2.5,2150,3143,2,3,5,4,435000
3,2.5,2440,4800,2,3,1,4,625000
3,1.5,1270,1483,3,3,8,3,415000
3,2.25,1450,4706,2,3,6,2,400000
3,2.5,2690,4047,3,3,1,3,979000
4,2.5,2755,4831,2,3,12,3,625250
4,3.5,2650,3474,2,3,4,12,665000
3,3.25,2310,3075,2,3,10,4,589500
2,3,1460,1452,2,3,8,8,437000
3,1,1400,9000,1,5,56,11,320000
3,2.5,2196,7475,2,3,9,7,333500
3,2.25,2020,2750,2,3,7,4,430000
5,4.5,4280,8465,2,3,1,1,995500
3,3,2340,5002,2,3,2,3,427874
4,2.5,2220,4228,2,3,1,3,334990
4,4,4420,5940,2,3,9,6,909500
3,2,1580,4961,2,3,9,10,210000
4,2.75,3550,6558,2,3,2,7,952990
2,1.75,1510,851,3,3,2,5,622500
3,3.5,1360,1419,2,3,8,9,515000
3,2.5,2040,13590,2,3,6,2,350000
1,1.5,1120,912,3,3,4,4,310000
4,3.5,4490,5099,2,3,9,12,700000
4,2.5,3560,6786,2,3,1,6,907687
2,2.5,2150,5760,1,3,5,4,741500
3,2.5,2130,5088,2,3,4,6,395000
5,2.75,2990,6370,2,3,1,4,559950
4,2.5,1847,8000,2,3,7,6,215000
4,2.5,2610,7227,2,3,4,7,390000
3,2.25,1670,107157,1,3,8,8,425000
3,2.5,1860,415126,2,3,9,12,472000
4,3.5,3440,9776,2,3,9,11,1330000
4,3.5,3510,9364,2,3,14,8,695000
3,2.5,1740,1279,3,3,7,5,545000
4,2.5,2240,5500,2,3,2,9,389950
3,2.25,1550,1485,3,3,4,4,380000
4,2,1390,745,3,3,7,4,288790
3,3,2500,6000,2,3,3,5,432500
3,3.5,2710,3326,2,3,10,11,615000
3,2.5,1720,3012,2,3,4,2,500000
3,2.25,1760,1146,3,3,1,2,615000
4,2.25,2270,8196,1,5,52,7,500000
3,3.5,1690,1765,2,3,9,2,622000
5,3.5,4000,9234,2,3,0,5,802945
4,2.5,2880,9003,2,3,7,3,1260000
3,2.5,1480,1531,3,3,1,8,598950
3,2.5,1950,4949,2,3,6,11,430000
4,2.75,2700,5150,2,3,6,12,515000
2,3,2210,3917,2,3,7,2,1262000
4,3.5,2370,3692,2.5,3,2,7,400000
3,2.5,1310,1254,2,3,8,9,390000
3,2.5,2410,4293,2,3,8,6,450000
5,1.5,3360,5402,2,3,1,12,804995
4,3.25,3040,4155,2,3,2,12,825000
4,2.25,2140,6355,2,3,13,4,435000
3,2.5,1720,1715,2,3,11,8,398000
4,2.5,2658,3960,2,3,1,8,411605
3,3.25,1480,983,2,3,2,7,315000
2,2,1350,1209,3,3,2,6,455000
3,2.5,1150,1194,2,3,9,5,452950
3,1.75,1690,1468,2,3,7,5,380000
2,1.75,1270,1916,2,3,3,3,340000
3,2.5,2655,5080,2,3,2,8,409950
2,1,880,1165,2,3,10,1,360000
4,4.25,4645,7757,2,3,9,7,1595000
3,1.5,1270,1443,3,3,8,1,440000
2,1.75,1728,95950,1,3,3,8,730000
3,2.25,1950,7221,1,4,9,4,408000
4,2.5,3170,3862,3,3,7,9,820000
2,2.5,1233,1244,2,3,8,5,360000
3,2.5,2570,4600,2,3,1,12,339990
3,2,1560,1020,3,3,1,3,515000
3,1.75,1630,1166,2,3,2,3,541000
4,2.5,2510,7245,2,3,8,5,375000
4,2.5,2223,5780,2,3,5,10,320000
2,2.25,1230,1058,2,3,7,7,325000
5,2.75,3050,7520,2,3,1,11,740000
5,2.75,2710,6220,2,3,1,6,450000
4,2.5,2090,4400,2,3,4,5,455000
3,2.5,1440,1068,2,3,9,12,292500
3,2.5,2500,51836,1,3,2,12,650000
4,2.75,2740,7872,2,3,0,6,530000
5,3.25,3360,6120,2,3,1,6,829995
4,2.75,2280,5013,2,3,6,7,395000
4,2.75,3520,5500,2,3,1,12,859990
2,1.5,1320,826,2,3,7,3,342500
4,2.75,3410,5838,2,3,3,6,743000
3,2.25,2730,9388,1,3,40,7,345000
3,2.5,1780,2778,2,3,8,3,443000
3,2.5,1427,4337,2,3,6,10,260000
4,2.5,2910,6555,2,3,10,9,810000
4,2.75,3250,5600,2,3,4,5,570000
5,3.5,3630,8100,2,3,7,4,1563100
2,2.5,1680,975,3,3,6,2,840000
3,2.5,2280,2296,3,3,2,5,950000
3,2.5,3310,4682,2,3,0,9,572800
