age,workclass,educ_level,marital_status,occupation,relationship,race,gender,hours_per_wk,us_native,over_50k
42,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,Yes
47,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,No,Yes
26,Private,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,Yes,No
43,Private,10,Married-civ-spouse,Prof-specialty,Wife,Other,Female,6,No,No
30,Private,10,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,No,No
67,Unknown,16,Married-civ-spouse,,Husband,White,Male,40,Yes,No
56,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,45,No,No
37,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Yes,Yes
55,Unknown,9,Divorced,,Not-in-family,White,Female,40,No,No
25,Private,10,Married-civ-spouse,Sales,Husband,White,Male,25,No,No
26,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,Yes,No
61,Unknown,9,Married-civ-spouse,,Husband,Black,Male,6,Yes,No
24,Private,12,Never-married,Prof-specialty,Own-child,White,Male,40,Yes,No
26,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
34,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,No
35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,90,Yes,Yes
61,Federal-gov,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Yes,Yes
30,Self-emp-not-inc,9,Never-married,Craft-repair,Unmarried,White,Male,40,Yes,No
33,Private,12,Married-civ-spouse,Other-service,Wife,Black,Female,35,Yes,No
19,Private,8,Never-married,Transport-moving,Own-child,White,Male,15,Yes,No
27,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,Yes,No
52,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,45,Yes,Yes
58,Unknown,10,Married-civ-spouse,,Husband,White,Male,40,Yes,Yes
39,Private,8,Never-married,Other-service,Unmarried,Black,Female,48,No,No
63,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,32,Yes,No
64,Private,9,Married-civ-spouse,Sales,Husband,White,Male,65,Yes,Yes
27,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,Yes,No
58,State-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,40,Yes,No
55,Local-gov,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Yes,Yes
59,Unknown,14,Married-civ-spouse,,Husband,Black,Male,50,Yes,Yes
27,Private,9,Never-married,Transport-moving,Own-child,White,Female,15,Yes,No
50,Private,13,Divorced,Sales,Unmarried,Black,Male,40,Yes,No
28,Private,10,Divorced,Other-service,Not-in-family,White,Female,30,Yes,No
51,Private,9,Separated,Adm-clerical,Other-relative,White,Female,40,Yes,No
70,Unknown,9,Married-civ-spouse,,Wife,White,Female,8,Yes,No
33,Private,9,Divorced,Craft-repair,Unmarried,White,Male,40,Yes,No
45,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
24,Private,9,Never-married,Sales,Own-child,White,Male,40,Yes,No
74,Self-emp-not-inc,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,25,Yes,Yes
31,Self-emp-not-inc,12,Married-civ-spouse,Other-service,Wife,White,Female,35,Yes,Yes
36,Self-emp-not-inc,16,Never-married,Prof-specialty,Not-in-family,White,Male,30,,Yes
40,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,30,Yes,No
56,State-gov,16,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,No,No
32,Private,10,Separated,Prof-specialty,Not-in-family,White,Male,40,Yes,Yes
17,Private,7,Never-married,Sales,Own-child,White,Female,18,Yes,No
24,Private,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,45,Yes,No
57,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Yes,No
19,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,24,Yes,No
33,Self-emp-not-inc,9,Separated,Other-service,Unmarried,White,Female,8,Yes,No
66,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,Yes,No
67,Unknown,4,Married-civ-spouse,,Husband,White,Male,4,Yes,No
64,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
64,Unknown,7,Married-civ-spouse,,Husband,White,Male,30,Yes,No
22,Private,9,Never-married,Other-service,Not-in-family,White,Male,20,Yes,No
71,Unknown,16,Married-civ-spouse,,Husband,White,Male,10,Yes,Yes
42,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,Yes,Yes
64,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,Yes,No
29,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,Black,Female,40,Yes,No
45,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,White,Male,75,Yes,No
29,Private,13,Never-married,Craft-repair,Not-in-family,White,Female,45,Yes,No
28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Yes,No
36,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,Yes,Yes
40,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,No,Yes
37,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
50,Private,7,Divorced,Other-service,Unmarried,White,Female,40,Yes,No
39,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Yes,No
29,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,45,Yes,No
48,Private,13,Divorced,Sales,Unmarried,White,Male,40,Yes,Yes
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99,Yes,Yes
34,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,No
47,Unknown,10,Divorced,,Unmarried,White,Female,42,Yes,No
31,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,72,Yes,Yes
25,Unknown,14,Never-married,,Not-in-family,White,Female,35,No,No
19,Self-emp-not-inc,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,30,Yes,No
36,Local-gov,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,50,,Yes
67,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,Yes,No
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
48,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,Yes,No
44,Private,9,Divorced,Transport-moving,Not-in-family,Black,Male,20,No,No
67,Unknown,13,Married-civ-spouse,,Husband,White,Male,10,Yes,No
51,Local-gov,9,Separated,Protective-serv,Not-in-family,Black,Male,40,Yes,No
21,Self-emp-inc,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,Yes,No
45,Private,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Yes,Yes
21,Private,10,Never-married,Sales,Unmarried,White,Male,40,Yes,No
45,Private,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,84,No,Yes
37,Private,13,Never-married,Exec-managerial,Not-in-family,Black,Male,60,Yes,Yes
40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
57,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
39,Local-gov,9,Divorced,Adm-clerical,Own-child,White,Male,42,Yes,No
35,Private,9,Separated,Other-service,Own-child,Black,Female,30,Yes,No
38,Private,9,Divorced,Sales,Unmarried,White,Female,40,Yes,No
30,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
24,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,15,Yes,No
24,Private,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,30,Yes,No
36,Unknown,14,Married-civ-spouse,,Husband,White,Male,50,Yes,No
40,Private,9,Divorced,Adm-clerical,Not-in-family,White,Male,40,Yes,No
58,Self-emp-inc,9,Never-married,Sales,Not-in-family,White,Male,47,Yes,No
37,Local-gov,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,Yes,No
63,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Yes,No
60,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Yes,No
22,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,Yes,No
23,Private,10,Never-married,Exec-managerial,Own-child,Other,Female,40,Yes,No
48,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,40,Yes,No
29,Local-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,72,Yes,Yes
18,Unknown,7,Never-married,,Own-child,White,Male,25,Yes,No
30,Private,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,Yes,No
48,Private,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,No
21,Private,11,Never-married,Adm-clerical,Own-child,White,Female,40,Yes,No
44,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,Yes,Yes
25,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,40,Yes,No
30,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,60,Yes,Yes
46,Local-gov,13,Never-married,Prof-specialty,Not-in-family,Black,Female,40,Yes,No
58,Unknown,13,Widowed,,Unmarried,White,Female,50,Yes,Yes
32,Private,9,Never-married,Craft-repair,Not-in-family,White,Female,40,Yes,No
36,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,45,Yes,Yes
38,Private,13,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,40,No,No
29,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,48,Yes,No
36,Unknown,9,Married-spouse-absent,,Unmarried,Black,Male,50,Yes,No
68,Local-gov,9,Widowed,Adm-clerical,Not-in-family,White,Female,33,Yes,No
24,Private,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,Yes,No
49,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,Yes,No
53,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
39,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,No
36,Private,11,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,Yes
26,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,No
51,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,Yes,No
58,Federal-gov,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,No,Yes
42,State-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
36,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,45,Yes,No
33,Private,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,Yes,No
26,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,Yes
23,Private,12,Never-married,Adm-clerical,Not-in-family,White,Male,12,Yes,No
37,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,55,Yes,No
27,Private,13,Never-married,Exec-managerial,Own-child,White,Female,99,Yes,No
39,Private,9,Never-married,Craft-repair,Own-child,White,Male,42,Yes,Yes
36,Private,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,No
37,Private,9,Divorced,Handlers-cleaners,Other-relative,White,Male,40,No,No
23,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Yes,No
30,Private,9,Never-married,Other-service,Unmarried,White,Female,40,Yes,No
42,Private,13,Never-married,Sales,Not-in-family,White,Male,40,Yes,Yes
24,Private,9,Never-married,Craft-repair,Own-child,White,Male,44,Yes,No
49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
20,Private,10,Never-married,Adm-clerical,Own-child,White,Male,28,Yes,No
41,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,62,Yes,No
24,Private,3,Never-married,Farming-fishing,Other-relative,Black,Male,40,No,No
22,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,Yes,No
46,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,Yes
35,Self-emp-not-inc,8,Never-married,Other-service,Not-in-family,Black,Female,40,No,No
17,Private,6,Never-married,Other-service,Other-relative,White,Male,15,Yes,No
44,Private,4,Separated,Other-service,Unmarried,White,Female,38,No,No
39,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,50,Yes,Yes
39,Private,10,Married-civ-spouse,Sales,Husband,White,Male,55,Yes,No
30,Private,10,Never-married,Other-service,Not-in-family,White,Female,40,Yes,No
31,Private,6,Never-married,Other-service,Not-in-family,White,Female,40,Yes,No
45,Private,9,Divorced,Other-service,Unmarried,White,Female,32,Yes,No
39,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
33,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,49,Yes,No
32,Private,9,Divorced,Adm-clerical,Other-relative,White,Female,40,Yes,No
81,Unknown,15,Married-civ-spouse,,Husband,White,Male,24,Yes,Yes
34,Private,9,Never-married,Sales,Not-in-family,White,Female,35,Yes,No
47,Self-emp-not-inc,13,Never-married,Exec-managerial,Not-in-family,Black,Male,45,Yes,Yes
46,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,Yes
25,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,,No
34,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,25,Yes,No
57,Self-emp-not-inc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,Yes,No
59,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Male,40,Yes,Yes
43,Private,13,Divorced,Exec-managerial,Unmarried,Black,Female,45,Yes,Yes
53,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
56,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,No,No
52,Self-emp-not-inc,6,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,Yes,No
19,Unknown,9,Never-married,,Own-child,White,Male,40,Yes,No
25,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,40,Yes,No
23,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,Yes,No
31,Private,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,40,No,No
48,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,Yes
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Yes,No
40,State-gov,10,Never-married,Adm-clerical,Not-in-family,White,Female,38,Yes,No
46,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,Yes,No
28,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Yes,No
54,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,Yes,No
25,Private,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,Yes,Yes
53,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,50,Yes,Yes
43,Local-gov,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,Yes,No
23,Private,10,Never-married,Adm-clerical,Own-child,White,Female,16,Yes,No
37,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,Yes,No
52,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,Yes
19,Private,12,Never-married,Exec-managerial,Not-in-family,White,Female,50,Yes,No
44,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
44,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,Yes,No
35,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,Yes,No
22,Self-emp-inc,10,Never-married,Craft-repair,Own-child,White,Male,35,Yes,No
33,Private,9,Divorced,Adm-clerical,Own-child,White,Female,40,Yes,No
46,Private,13,Divorced,Sales,Not-in-family,White,Male,40,Yes,Yes
19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,Yes,No
29,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,Yes,Yes
45,Private,10,Separated,Craft-repair,Not-in-family,White,Male,41,Yes,No
39,Private,13,Divorced,Transport-moving,Not-in-family,White,Male,55,Yes,No
19,State-gov,8,Never-married,Transport-moving,Own-child,Black,Male,20,Yes,No
46,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,90,Yes,No
46,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Yes,Yes
34,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,70,Yes,No
29,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,35,Yes,No
20,Unknown,9,Never-married,,Not-in-family,Other,Male,43,Yes,No
18,Unknown,8,Never-married,,Own-child,White,Male,10,Yes,No
36,Self-emp-inc,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,Yes,No
21,Private,10,Never-married,Sales,Own-child,Black,Female,20,Yes,No
29,State-gov,10,Never-married,Protective-serv,Not-in-family,White,Male,36,Yes,No
26,Private,13,Never-married,Other-service,Not-in-family,White,Female,25,Yes,No
21,Private,9,Never-married,Priv-house-serv,Not-in-family,White,Female,25,Yes,No
22,Private,7,Never-married,Craft-repair,Own-child,White,Male,45,Yes,No
60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,45,Yes,No
20,State-gov,10,Never-married,Adm-clerical,Own-child,White,Male,15,Yes,No
36,State-gov,13,Never-married,Protective-serv,Unmarried,Black,Female,40,Yes,No
33,Private,11,Divorced,Adm-clerical,Not-in-family,White,Male,40,Yes,No
54,Unknown,9,Divorced,,Not-in-family,White,Female,60,No,No
23,Private,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,Yes,No
43,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,Yes,Yes
23,Private,13,Never-married,Tech-support,Own-child,Black,Female,32,Yes,No
33,Private,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,70,Yes,No
27,Private,10,Never-married,Other-service,Not-in-family,White,Male,38,No,No
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,No,No
59,Unknown,9,Married-civ-spouse,,Husband,White,Male,60,Yes,No
41,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,50,Yes,No
31,Private,9,Married-spouse-absent,Priv-house-serv,Other-relative,Black,Female,60,No,No
25,Private,9,Never-married,Other-service,Other-relative,Black,Female,40,Yes,No
41,Private,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,45,No,Yes
29,State-gov,6,Never-married,Craft-repair,Unmarried,White,Male,40,Yes,No
39,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,Yes
42,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,Yes,Yes
31,Self-emp-not-inc,9,Divorced,Tech-support,Not-in-family,White,Male,60,Yes,No
57,State-gov,13,Divorced,Adm-clerical,Unmarried,White,Male,37,Yes,No
41,Private,9,Never-married,Craft-repair,Unmarried,White,Male,40,Yes,No
53,Private,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,Yes,No
35,Private,9,Divorced,Sales,Unmarried,White,Female,30,Yes,No
67,Unknown,9,Widowed,,Unmarried,White,Male,3,Yes,No
32,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,32,Yes,No
42,Federal-gov,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,Yes,No
26,Private,12,Never-married,Sales,Own-child,White,Male,30,Yes,No
42,Private,9,Divorced,Farming-fishing,Not-in-family,White,Male,50,Yes,No
36,State-gov,11,Married-spouse-absent,Protective-serv,Own-child,White,Female,40,No,No
47,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,No
56,Private,5,Divorced,Craft-repair,Not-in-family,White,Male,40,Yes,No
23,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,40,Yes,No
37,Federal-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,Yes,No
21,Private,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,40,No,No
31,Federal-gov,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Yes,Yes
36,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,No
40,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
18,Local-gov,6,Never-married,Protective-serv,Own-child,White,Female,6,Yes,No
32,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,No
35,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,Yes,No
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
55,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Yes,Yes
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
42,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,Yes,No
28,Private,9,Separated,Exec-managerial,Unmarried,White,Female,50,Yes,No
27,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,Yes
22,Private,13,Never-married,Adm-clerical,Own-child,White,Female,40,Yes,No
30,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,52,Yes,No
49,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,No
23,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,Yes,No
47,Private,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,Yes,No
35,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,35,Yes,No
51,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,Yes,No
21,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
31,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,Yes,Yes
32,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,Yes,No
44,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,52,Yes,Yes
35,Private,14,Married-civ-spouse,Sales,Husband,White,Male,40,No,No
29,Private,9,Separated,Adm-clerical,Unmarried,White,Female,40,Yes,No
27,Private,9,Divorced,Adm-clerical,Not-in-family,White,Male,38,Yes,No
54,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,Yes
27,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20,Yes,No
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
36,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,32,No,No
46,Private,7,Separated,Machine-op-inspct,Not-in-family,White,Female,40,Yes,No
45,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,No
47,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,Female,35,Yes,Yes
46,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,40,Yes,No
36,Private,3,Separated,Priv-house-serv,Unmarried,Other,Female,35,No,No
33,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,16,Yes,No
59,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Yes,No
29,Private,13,Never-married,Prof-specialty,Own-child,White,Male,50,Yes,No
18,Private,9,Never-married,Adm-clerical,Own-child,White,Female,20,Yes,No
36,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
25,Self-emp-not-inc,10,Never-married,Other-service,Not-in-family,White,Female,22,Yes,No
28,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,Yes,No
31,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,35,Yes,No
49,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,3,Yes,Yes
38,Private,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,45,Yes,No
59,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,Yes,Yes
26,Local-gov,13,Never-married,Prof-specialty,Own-child,Black,Male,38,No,No
23,Private,12,Never-married,Sales,Not-in-family,White,Male,40,Yes,No
56,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,No,Yes
51,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,Yes,Yes
29,Private,13,Never-married,Prof-specialty,Not-in-family,Black,Male,40,Yes,No
24,Private,9,Never-married,Sales,Not-in-family,White,Female,40,Yes,No
52,Self-emp-not-inc,9,Divorced,Transport-moving,Not-in-family,White,Male,65,Yes,No
26,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,No
21,Private,10,Never-married,Tech-support,Own-child,White,Male,16,Yes,No
44,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,45,No,No
28,Private,11,Never-married,Other-service,Not-in-family,Black,Female,48,Yes,No
44,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,35,Yes,No
29,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
41,Local-gov,9,Never-married,Other-service,Unmarried,White,Female,25,Yes,No
24,Private,13,Married-spouse-absent,Prof-specialty,Own-child,White,Female,40,Yes,No
27,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,Yes,No
51,State-gov,16,Divorced,Exec-managerial,Not-in-family,White,Female,40,Yes,No
46,Private,10,Separated,Sales,Not-in-family,White,Male,42,Yes,No
51,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,Yes,Yes
58,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Wife,White,Female,35,,Yes
47,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
55,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,Yes,No
26,Private,9,Never-married,Craft-repair,Own-child,White,Male,35,Yes,No
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
58,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
34,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,Yes,No
49,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,90,Yes,No
44,Federal-gov,13,Widowed,Exec-managerial,Unmarried,White,Female,40,Yes,Yes
45,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
18,Private,7,Never-married,Sales,Own-child,White,Female,12,Yes,No
27,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
26,Private,10,Never-married,Other-service,Not-in-family,White,Male,20,Yes,No
28,Private,9,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,No,No
66,Local-gov,9,Widowed,Other-service,Not-in-family,White,Female,25,Yes,No
52,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,38,Yes,Yes
45,Private,10,Divorced,Other-service,Not-in-family,White,Female,32,Yes,No
24,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,30,Yes,No
34,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
32,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,Yes,No
22,Private,10,Never-married,Other-service,Own-child,White,Female,15,Yes,No
37,Private,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,40,Yes,No
53,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Yes,Yes
31,Federal-gov,12,Married-civ-spouse,Tech-support,Husband,White,Male,40,Yes,No
